15168,New York,NY,Montgomery,36057.0,Republican,Donald Trump,1957,0.5579999999999999
15169,New York,NY,Montgomery,36057.0,Republican,John Kasich,814,0.232
15170,New York,NY,Montgomery,36057.0,Republican,Ted Cruz,734,0.209
15171,New York,NY,Nassau,36059.0,Republican,Donald Trump,66989,0.684
15172,New York,NY,Nassau,36059.0,Republican,John Kasich,21682,0.221
15173,New York,NY,Nassau,36059.0,Republican,Ted Cruz,9325,0.095
15174,New York,NY,Niagara,36063.0,Republican,Donald Trump,10940,0.675
15175,New York,NY,Niagara,36063.0,Republican,John Kasich,3077,0.19
15176,New York,NY,Niagara,36063.0,Republican,Ted Cruz,2197,0.136
15177,New York,NY,Oneida,36065.0,Republican,Donald Trump,10832,0.569
15178,New York,NY,Oneida,36065.0,Republican,John Kasich,5108,0.268
15179,New York,NY,Oneida,36065.0,Republican,Ted Cruz,3109,0.163
15180,New York,NY,Onondaga,36067.0,Republican,Donald Trump,14372,0.456
15181,New York,NY,Onondaga,36067.0,Republican,John Kasich,11486,0.364
15182,New York,NY,Onondaga,36067.0,Republican,Ted Cruz,5669,0.18
15183,New York,NY,Ontario,36069.0,Republican,Donald Trump,4122,0.512
15184,New York,NY,Ontario,36069.0,Republican,John Kasich,2430,0.302
15185,New York,NY,Ontario,36069.0,Republican,Ted Cruz,1500,0.18600000000000005
15186,New York,NY,Orange,36071.0,Republican,Donald Trump,16130,0.695
15187,New York,NY,Orange,36071.0,Republican,John Kasich,4135,0.17800000000000002
15188,New York,NY,Orange,36071.0,Republican,Ted Cruz,2942,0.127
15189,New York,NY,Orleans,36073.0,Republican,Donald Trump,2532,0.642
15190,New York,NY,Orleans,36073.0,Republican,John Kasich,757,0.192
15191,New York,NY,Orleans,36073.0,Republican,Ted Cruz,654,0.166
15192,New York,NY,Oswego,36075.0,Republican,Donald Trump,6151,0.5479999999999999
15193,New York,NY,Oswego,36075.0,Republican,John Kasich,3163,0.282
15194,New York,NY,Oswego,36075.0,Republican,Ted Cruz,1907,0.17
15195,New York,NY,Otsego,36077.0,Republican,Donald Trump,2573,0.52
15196,New York,NY,Otsego,36077.0,Republican,John Kasich,1422,0.287
